Note,Commentaire
"3,0","Il y a,tout d'abord,comparaison.Comparaison avec le premier volet,''28 jours plus tard'',de Danny Boyle.Si j'en ai déjà transmis tout le bien,il semblerait que j'en fasse de même pour cette suite sensationnelle et très réactive à l'essence du premier 'épisode' (dont le seul point commun est l'évolution du titre).Les thèmes balisés du film de zombie (épidémie,fuite,confinement dans une zone sécurisée,etc...) est ici retrouvé,mais,surprise,avec une rare profondeur (que l'on retrouve dans l'opus de Danny Boyle).Peu importe les effusions de sang,les membres arrachés ou les intestincts déroulés,nous montre Fresnadillo,car le gore n'est pas le point fort de son film.La réussite est ailleurs.Tout d'abord,l'ampleur de la mise en scène,alerte,qui confère au spectacle une bestialité hors du commun ; proximité,réactivité,impérativité de la caméra nous plongent dans l'enfer,dans l'apocalypse,dans cette horde de survivants mélés aux zombies dégénérés.Il y a aussi,dans ''28 semaines plus tard'',une certaine tendance mémoriale ; impossible de ne pas penser à la guerre en Irak,à Auswchitz ou autres horreurs humaines.Que ce soit les décisions absurdes prises par le chef de l'armée américaine,à la base responsable des survivants de la zone sécurisée,ou alors des hallucinantes scènes d'éxecution par millier dans des rues dévastées d'où s'échappent humains et zombies,l'enfer est partout.Même jusque dans une scène où l'on y brûle n'importe qui dans un gaz toxique à l'étrange blancheur,et où monsieur-tout-le-monde héros-soldat américain qui se sacrifie pour la bonne cause se fait consumer en moins de 10 secondes par ses propres coépiquiers.Et le cinéaste renforce cette impression d'absurdité totale grâce à un sens de l'ellipse intelligent,et surtout,effrayant.Les morceaux de bravoure ne manquent pas non plus dans le film,comme cette scène de frayeur pure dans les métros londoniens,filmée à la lunette de fusil infrarouge,ou bien ces plans marquants qui en disent déjà beaucoup à eux seuls sans"
"2,5","La mise en scène de Fresnadillo, fonctionnant à l’épate, terrasse complètement celle de Boyle, qui était cheap au possible. Un certain brio, une ambiance claustro stylisée font de « 28 Semaines Plus Tard » un film haletant bien que modérément gâché par une fin conventionnelle de producteurs ( une suite à Paris… )."
"3,0","Un bonne suite , qui remplit son rôle de pur divertissement mais il manque quelque chose , qui rendait le premier volet unique . Les acteurs sont bons , les scènes d’actions divertissantes mais l’histoire commence un peu a tourner en rond , et si ça continue , on part pour 6-7 films . Un bon divertissement ."
"5,0",Je ne connais pas 28 Jours plus tard mais je dois dire que ce 28 Semaines plus tard est poignant: c'est un excellent film.On peut parler de la musique tout d'abord toujours excellente tout au long elle accompagne tous les passages comme il faut.Je pense à la toute premiére séquence du film.Les acteurs sont fantastiques.J'aime beaucoup Rose Byrne tout comme son personnage d'ailleurs.Ensuite il y a Robert Carlyle que je connais gràce à The Full Monty et il est parfait dans ce rôle.Il y a aussi Harold Perrineau qui a un assez bon rôle et que j'ai vu dans Lost.Le film est vraiment prenant du début à la fin il y a de l'action tout au long surtout vers la fin qui est trés bien.Le film est également violent.Du sang qu'on voit souvent à l'image et une puissance dans certaines scénes qui pour certaines sont choquantes je trouve.Trés bonne fin aussi.Au final je trouve que c'est tout simplement un trés trés bon film avec d'excellents acteurs une musique parfaite et une intrigue prenante.Je ne connais pas le volet de Boyle mais je veux le voir maintenant.
"4,0","Au-delà d'une histoire angoissante dans un Londres desert, des monstres dévorants des innocents censés être sous protection militaire, une critique en filigrane de l'intervention Américaine & Britannique en Irak..."
"2,5","Juan Carlos Fresnadillo n’est pas Danny Boyle, et cela se fait grandement ressentir. Là où le premier opus jouait à merveille la carte de la science-fiction, 28 semaines plus tard opte plutôt le thriller horrifique, plus simple certes mais efficace. Oubliée la finesse du britannique ; on assiste ici à un spectacle autrement plus sauvage et apocalyptique, tout aussi pessimiste, qui cherche tellement à ne laisser aucun répit au spectateur qu’il tombe dans des clichés narratifs assez navrants. Des facilités et des incohérences scénaristiques qui entachent un pourtant bien bon film, capable de plusieurs scènes chocs et bien menées."
"4,5",C'est le film de zombie le plus intense et le plus impitoyable que j'ai jamais vu (exempté REC.) ! C'est juste un peu dommage que les enfants aient de mauvaises réactions par moments. un classique du genre !
"4,0","Meilleur film de zombies de loin. Gore et stressent, il n'y a beaucoup de blancs, l'action se suit bien."
"4,0","Bon film. Bien meilleur que le premier volet, dont la première partie n'était pas assez originale et se contentait des clichés usuels du genre. Cette suite reprend davantage l'ambiance de la seconde partie du premier, où il s'agit non seulement de faire face à la situation, mais également de fuir l'armée et sa violence arbitraire. Le scénario est plus fin et le film est bien filmé, et on comprend dès la scène d'arriver en train que l'ambiance est travaillée. Par ailleurs, les acteurs sont bons dans leurs rôles et notamment Imogen Poots (qui a plus tard fait confirmer son talent dans l'excellent Cracks). Cependant, il est tout de même regrettable que certains éléments du film soient si prévisibles et parfois invraisemblable (par exemple, 
spoiler: 
il est vraiment improbable que le père se retrouve partout à la fois, qu'il soit comme par hasard toujours à l'écran, et lorsqu'on connait le genre, on comprend très tôt que ce n'est que pour le voir se faire tuer par sa fille. Par ailleurs, la scène où le père enfonce ses doigts dans les yeux de sa femme est assez cliché, et très conventionnelle et ne sert à rien d'autre qu'à maintenir un niveau ''gore'', pour un certain public visé
, ce genre de détails auraient été à éviter et ne permette pas au film d'être excellent et de toujours briller par son originalité et son audace. Le film n'ose pas s'affirmer indépendant mais reste dans la mouvance actuelle. Cependant, ce n'est pas non plus un vulgaire film de zombie, il est tout de même plus élégant, avec une bonne bande son et une qualité de photographie au-dessus de la moyenne. Un très bon divertissement, 5/5."
"3,5","Une suite franchement moins bonne mais assez plaisante de Juan Carlos Fresnadillo.Une histoire parfois tirée par les cheveux mais qui recueille quelques bonnes choses,une bonne mise en scène,de bons acteurs: Robert Carlyle est très bon et Rose Byrne est convaicante,les décors sont très beaux et les maquillages sont superbes.Un film pas exceptionnel,pour ma part..."
"4,0","28 jours plus tard a été un film qui m'a marqué par une trés bonne réalisation , j'attendais avec impatience cette suite qui m'a enthousiasmé car tout en gardant les points fort du premier , 28 semaines plus tard posséde un bon scénario qui renouvel l'interet de ce genre de film."
"4,0","Excellent film d'angoisse. Pas si gore que ca mais prenant avec son scénario si effrayant (avec tous les virus qui trainent de nos jours, comment ne pas envisager qu'un jour...). On sursaute à quelques reprises et les maquillages sont superbes. Un régal ce film. Vous allez le suivre en étant plongé dans l'histoire sans jamais penser à autre chose. Rien que pour ça, c'est a voir..."
"3,0","Non réalisé par Danny Boyle mais produit par ce dernier, une suite que j'avais suivi d'un œil il y a quelques années et qui ne m'avait guère emballé plus que cela, la faute à une fixation sur une certaine scène avec un hélicoptère que j'avais trouvé...comment dire ?... « too much »...du moins plus adaptée à la saga d'un certain PWS Anderson. Puis en le revoyant, il n'est finalement pas si mal. Beaucoup moins fine que le volet fondateur, cette suite joue beaucoup plus la carte du rentre-dedans comme en témoigne le goût du réalisateur espagnol Juan Carlos Fresnadillo pour les scènes d'action remuantes et un penchant plus net pour l'hémoglobine. Le scénario est léger mais en raccord acceptable avec le volet précédent et le trio Carlyle-Renner-Perrineau porte bien le film en se passant une sorte de relais pour arriver au bout des 1h30. Une certaine tension est également bien présente. A défaut d'être pleinement innovant, un film maîtrisé, bien foutu et efficace, laissant présager une suite (pourquoi pas d'autant que c'est Boyle qui veut s'y coller) qui n'est apparemment pas prête de voir le jour."
"4,0","28 semaines plus tard est loin d’être décevant. Dans la continuité du premier opus, Londres se repeuple et doit refaire face à une épidémie. Dans ce contexte de reconstruction, on suit le destin d’une famille. Le scénario est très cohérent et offre des scènes de violence dans un climat d’angoisse et de suspense haletant. Un film de zombie ultra-réaliste maîtrisé de main de maître où la gestion de la catastrophe effraie encore plus que les mort-vivants !!! A méditer..."
"4,0",Très bon film de zombie j'aime bien leur transformation immédiate.
"3,0","Une très bonne suite du film de ''zombies'' anglais. Plus violent, plus sanglant, plus flippant, plus dynamique mais aussi plus actuel, ce 28 semaines est très efficace. C'est dommage que l'aspect lent, élégant et réaliste du premier opus passe à la trappe. La critique du système militaire est plus approfondie mais n'a pas vraiment changée. Romero, avec un message bien plus efficace, reste le meilleur réalisateur du genre."
